"","ensembl_gene_id","entrezgene_id","mgi_symbol","gene_biotype","chromosome_name","start_position","end_position"
"16937","ENSMUSG00000035085",66330,"1700020L24Rik","protein_coding","11",83328503,83332059
"16938","ENSMUSG00000026313",208727,"Hdac4","protein_coding","1",91856501,92123421
"16939","ENSMUSG00000027966",12814,"Col11a1","protein_coding","3",113824189,114014367
"16940","ENSMUSG00000020682",118453,"Mmp28","protein_coding","11",83331594,83353897
"16941","ENSMUSG00000003068",20869,"Stk11","protein_coding","10",79951637,79966516
"16942","ENSMUSG00000037820",21817,"Tgm2","protein_coding","2",157958322,157988356
"16943","ENSMUSG00000036430",72726,"Tbcc","protein_coding","17",47201610,47202773
"16944","ENSMUSG00000023978",19133,"Prph2","protein_coding","17",47221385,47235859
"16945","ENSMUSG00000029370",73246,"Rassf6","protein_coding","5",90750935,90788516
"16946","ENSMUSG00000005936",66989,"Kctd20","protein_coding","17",29170924,29188523
"16947","ENSMUSG00000020680",70439,"Taf15","protein_coding","11",83363912,83397569
"16948","ENSMUSG00000029371",20311,"Cxcl5","protein_coding","5",90907219,90909483
"16949","ENSMUSG00000040723",226594,"Rcsd1","protein_coding","1",165474085,165537326
"16950","ENSMUSG00000039483",72323,"Asb6","protein_coding","2",30713109,30720345
"16951","ENSMUSG00000029372",57349,"Ppbp","protein_coding","5",90916377,90917922
"16952","ENSMUSG00000041609",75665,"Bicdl1","protein_coding","5",115786234,115869680
"16953","ENSMUSG00000030737",101488,"Slco2b1","protein_coding","7",99307011,99360547
"16954","ENSMUSG00000018411",17762,"Mapt","protein_coding","11",104122216,104222916
"16955","ENSMUSG00000026458",68507,"Ppfia4","protein_coding","1",134224521,134260666
"16956","ENSMUSG00000039476",20204,"Prrx2","protein_coding","2",30724984,30771263
"16957","ENSMUSG00000035640",100503659,"Cbarp","protein_coding","10",79966285,79976669
"16958","ENSMUSG00000057280",18198,"Musk","protein_coding","4",58285960,58374303
"16959","ENSMUSG00000042410",228061,"Agps","protein_coding","2",75662521,75761694
"16960","ENSMUSG00000102439",14246,"Flg","protein_coding","3",93180830,93200993
"16961","ENSMUSG00000029373",56744,"Pf4","protein_coding","5",90920294,90921242
"16962","ENSMUSG00000041991",68723,"Hrnr","protein_coding","3",93227056,93240877
"16963","ENSMUSG00000032224",76886,"Fam81a","protein_coding","9",69995793,70049842
"16964","ENSMUSG00000029379",330122,"Cxcl3","protein_coding","5",90933962,90937459
"16965","ENSMUSG00000041984",20129,"Rptn","protein_coding","3",93301006,93306749
"16966","ENSMUSG00000029375",20309,"Cxcl15","protein_coding","5",90942393,90950926
"16967","ENSMUSG00000052415",99681,"Tchh","protein_coding","3",93349637,93356384
"16968","ENSMUSG00000027965",229759,"Olfm3","protein_coding","3",114697727,114919371
"16969","ENSMUSG00000029089",66768,"5730480H06Rik","protein_coding","5",48485294,48571636
"16970","ENSMUSG00000029089",70592,"5730480H06Rik","protein_coding","5",48485294,48571636
"16971","ENSMUSG00000032443",100039681,"Zcwpw2","protein_coding","9",117705068,117869327
"16972","ENSMUSG00000003072",66043,"Atp5d","protein_coding","10",79974466,79981652
"16973","ENSMUSG00000026260",67273,"Ndufa10","protein_coding","1",92366732,92401582
"16974","ENSMUSG00000023977",224826,"Ubr2","protein_coding","17",47239221,47321482
"16975","ENSMUSG00000032220",71602,"Myo1e","protein_coding","9",70114632,70307048
"16976","ENSMUSG00000036864",333193,"Proser3","protein_coding","7",30238559,30251724
"16977","ENSMUSG00000035621",59090,"Midn","protein_coding","10",79984106,79994202
"16978","ENSMUSG00000027908",71325,"Tchhl1","protein_coding","3",93376061,93379287
"16979","ENSMUSG00000029380",14825,"Cxcl1","protein_coding","5",91039100,91040974
"16980","ENSMUSG00000027907",20195,"S100a11","protein_coding","3",93427795,93433594
"16981","ENSMUSG00000040713",433375,"Creg1","protein_coding","1",165591315,165602877
"16982","ENSMUSG00000058427",20310,"Cxcl2","protein_coding","5",91051730,91053797
"16983","ENSMUSG00000073998",259066,"Olfr520","protein_coding","7",99379480,99385606
"16984","ENSMUSG00000041959",20194,"S100a10","protein_coding","3",93462387,93471950
"16985","ENSMUSG00000036854",243912,"Hspb6","protein_coding","7",30251603,30254868
"16986","ENSMUSG00000103362",399673,"Tdpoz2","protein_coding","3",93558849,93559993
"16987","ENSMUSG00000038056",231051,"Kmt2c","protein_coding","5",25476796,25703781
"16988","ENSMUSG00000042305",57439,"Tmem183a","protein_coding","1",134273835,134289717
"16989","ENSMUSG00000094084",207213,"Tdpoz1","protein_coding","3",93576640,93583617
"16990","ENSMUSG00000073997",258353,"Olfr521","protein_coding","7",99412714,99418528
"16991","ENSMUSG00000103350",NA,"Tdpoz6","protein_coding","3",93599357,93600377
"16992","ENSMUSG00000075273",72421,"Ttc30b","protein_coding","2",75766193,75768929
"16993","ENSMUSG00000068879",NA,"Gm5773","protein_coding","3",93680307,93681449
"16994","ENSMUSG00000050737",64292,"Ptges","protein_coding","2",30779483,30819875
"16995","ENSMUSG00000060256",399675,"Tdpoz4","protein_coding","3",93703705,93704817
"16996","ENSMUSG00000035239",50877,"Neu3","protein_coding","7",99460646,99477624
"16997","ENSMUSG00000058005",399674,"Tdpoz3","protein_coding","3",93733327,93734424
"16998","ENSMUSG00000045193",12696,"Cirbp","protein_coding","10",80001819,80008620
"16999","ENSMUSG00000032218",12442,"Ccnb2","protein_coding","9",70314974,70328829
"17000","ENSMUSG00000095822",NA,"Tdpoz9-ps1","protein_coding","3",93843940,93850850
"17001","ENSMUSG00000067064",259040,"Olfr1416","protein_coding","1",92403647,92412835
"17002","ENSMUSG00000096743",22311,"Vmn2r32","protein_coding","7",7465095,7483017
"17003","ENSMUSG00000094163",399676,"Tdpoz5","protein_coding","3",93867599,93868621
"17004","ENSMUSG00000050526",240755,"Mgat4f","protein_coding","1",134313678,134318719
"17005","ENSMUSG00000075272",620631,"Ttc30a2","protein_coding","2",75806084,75808514
"17006","ENSMUSG00000075271",78802,"Ttc30a1","protein_coding","2",75808591,75812311
"17007","ENSMUSG00000096691",624512,"Vmn2r33","protein_coding","7",7553966,7569785
"17008","ENSMUSG00000094328",668359,"Tdpoz9","protein_coding","3",93955288,93962192
"17009","ENSMUSG00000057464",258228,"Olfr1415","protein_coding","1",92416823,92423823
"17010","ENSMUSG00000095251",100042761,"Tdpoz7","protein_coding","3",93978929,93979951
"17011","ENSMUSG00000039285",27215,"Azi2","protein_coding","9",117869567,117898862
"17012","ENSMUSG00000042849",259041,"Olfr1414","protein_coding","1",92434088,92446383
"17013","ENSMUSG00000037813",228846,"D630003M21Rik","protein_coding","2",158024453,158071142
"17014","ENSMUSG00000058904",259039,"Olfr1413","protein_coding","1",92499044,92502119
"17015","ENSMUSG00000036845",75660,"Lin37","protein_coding","7",30254866,30259263
"17016","ENSMUSG00000026121",20353,"Sema4c","protein_coding","1",36587720,36597430
"17017","ENSMUSG00000074424",100043188,"Spopfm2","protein_coding","3",94081719,94085500
"17018","ENSMUSG00000090268",NA,"Spopfm3","protein_coding","3",94104021,94107109
"17019","ENSMUSG00000089696",NA,"Spopfm1","protein_coding","3",94171343,94174091
"17020","ENSMUSG00000038668",14745,"Lpar1","protein_coding","4",58435255,58553898
"17021","ENSMUSG00000035595",69770,"Fam174c","protein_coding","10",80008778,80010980
"17022","ENSMUSG00000050931",74442,"Sgms2","protein_coding","3",131112634,131197172
"17023","ENSMUSG00000003070",13637,"Efna2","protein_coding","10",80015316,80025844
"17024","ENSMUSG00000069792",100034251,"Wfdc17","protein_coding","11",83594817,83597094
"17025","ENSMUSG00000031529",21951,"Tnks","protein_coding","8",35293614,35432844
"17026","ENSMUSG00000027630",81004,"Tbl1xr1","protein_coding","3",22130816,22270758
"17027","ENSMUSG00000000983",14038,"Wfdc18","protein_coding","11",83599841,83602174
"17028","ENSMUSG00000040940",16801,"Arhgef1","protein_coding","7",24602337,24626019
"17029","ENSMUSG00000020156",68114,"Pwwp3a","protein_coding","10",80062268,80079737
"17030","ENSMUSG00000051748",66107,"Wfdc21","protein_coding","11",83637766,83643468
"17031","ENSMUSG00000026848",30934,"Tor1b","protein_coding","2",30842971,30849027
"17032","ENSMUSG00000018412",76719,"Kansl1","protein_coding","11",104224055,104359687
"17033","ENSMUSG00000043385",258922,"Olfr267","protein_coding","4",58782704,58787716
"17034","ENSMUSG00000028284",26409,"Map3k7","protein_coding","4",31964097,32023467
"17035","ENSMUSG00000075270",241489,"Pde11a","protein_coding","2",75819485,76169118
"17036","ENSMUSG00000031530",319520,"Dusp4","protein_coding","8",35274451,35287048
"17037","ENSMUSG00000039163",67899,"Cmc1","protein_coding","9",117893590,117979245
"17038","ENSMUSG00000046300",258274,"Olfr1412","protein_coding","1",92513501,92519097
"17039","ENSMUSG00000062497",258483,"Olfr1411","protein_coding","1",92522133,92525475
"17040","ENSMUSG00000032446",13813,"Eomes","protein_coding","9",118307280,118315200
"17041","ENSMUSG00000063583",258484,"Olfr1410","protein_coding","1",92533504,92542528
"17042","ENSMUSG00000056436",13067,"Cyct","protein_coding","2",76184286,76190794
"17043","ENSMUSG00000061616",257890,"Olfr12","protein_coding","1",92545510,92551134
"17044","ENSMUSG00000073616",66915,"Cops9","protein_coding","1",92564867,92569707
"17045","ENSMUSG00000000976",217026,"Heatr6","protein_coding","11",83644522,83674580
"17046","ENSMUSG00000026849",30931,"Tor1a","protein_coding","2",30850639,30857945
"17047","ENSMUSG00000026456",72017,"Cyb5r1","protein_coding","1",134333297,134339478
"17048","ENSMUSG00000020153",75406,"Ndufs7","protein_coding","10",80084955,80092628
"17049","ENSMUSG00000032217",93836,"Rnf111","protein_coding","9",70332706,70411007
"17050","ENSMUSG00000052557",209239,"Gan","protein_coding","8",117884874,117942736
"17051","ENSMUSG00000042369",241490,"Rbm45","protein_coding","2",76200328,76214112
"17052","ENSMUSG00000020150",14431,"Gamt","protein_coding","10",80093985,80096846
"17053","ENSMUSG00000026851",227707,"BC005624","protein_coding","2",30862189,30872213
"17054","ENSMUSG00000024006",106504,"Stk38","protein_coding","17",29189854,29226969
"17055","ENSMUSG00000060427",234362,"Zfp868","protein_coding","8",70063508,70078199
"17056","ENSMUSG00000054648",66869,"Zfp869","protein_coding","8",70155306,70169633
"17057","ENSMUSG00000020687",217232,"Cdc27","protein_coding","11",104393571,104441446
"17058","ENSMUSG00000040479",104418,"Dgkz","protein_coding","2",91763169,91806209
"17059","ENSMUSG00000069565",70248,"Dazap1","protein_coding","10",80097320,80124242
"17060","ENSMUSG00000044055",260301,"Otos","protein_coding","1",92571940,92576563
"17061","ENSMUSG00000078780",381484,"Gm5150","protein_coding","3",16001034,16060601
"17062","ENSMUSG00000092260",620419,"Zfp963","protein_coding","8",70194289,70202620
"17063","ENSMUSG00000092544",NA,"Gm20422","protein_coding","8",70195512,70227536
"17064","ENSMUSG00000043090",330788,"Zfp866","protein_coding","8",70213976,70243828
"17065","ENSMUSG00000047213",229096,"Ythdf3","protein_coding","3",16237376,16271201
"17066","ENSMUSG00000046337",381337,"Fam178b","protein_coding","1",36601773,36722264
"17067","ENSMUSG00000031862",170759,"Atp13a1","protein_coding","8",70243813,70260399
"17068","ENSMUSG00000029376",665563,"Mthfd2l","protein_coding","5",91078976,91169227
"17069","ENSMUSG00000040270",12014,"Bach2","protein_coding","4",32238804,32586108
"17070","ENSMUSG00000041477",319618,"Dcp1b","protein_coding","6",119152214,119198577
"17071","ENSMUSG00000038708",54214,"Golga4","protein_coding","9",118335335,118411587
"17072","ENSMUSG00000038044",242891,"Cct8l1","protein_coding","5",25721065,25723025
"17073","ENSMUSG00000035020",71920,"Epgn","protein_coding","5",91175323,91183074
"17074","ENSMUSG00000068747",20661,"Sort1","protein_coding","3",108191398,108268827
"17075","ENSMUSG00000051056",14610,"Gja10","protein_coding","4",32596960,32602760
"17076","ENSMUSG00000028282",26885,"Casp8ap2","protein_coding","4",32615451,32653265
"17077","ENSMUSG00000029377",13874,"Ereg","protein_coding","5",91222481,91241505
"17078","ENSMUSG00000061518",12859,"Cox5b","protein_coding","1",36730530,36732762
"17079","ENSMUSG00000028933",57434,"Xrcc2","protein_coding","5",25894810,25910823
"17080","ENSMUSG00000041460",319734,"Cacna2d4","protein_coding","6",119213487,119329368
"17081","ENSMUSG00000029378",11839,"Areg","protein_coding","5",91287458,91296291
"17082","ENSMUSG00000034220",14733,"Gpc1","protein_coding","1",92759367,92788501
"17083","ENSMUSG00000091764",636741,"Zfp964","protein_coding","8",70107129,70119632
"17084","ENSMUSG00000082361",12223,"Btc","protein_coding","5",91505120,91550853
"17085","ENSMUSG00000071172",20383,"Srsf3","protein_coding","17",29251602,29262347
"17086","ENSMUSG00000020679",21410,"Hnf1b","protein_coding","11",83740889,83796645
"17087","ENSMUSG00000032212",66660,"Sltm","protein_coding","9",70450036,70499516
"17088","ENSMUSG00000050812",230249,"Ecpas","protein_coding","4",58798911,58912749
"17089","ENSMUSG00000034981",231440,"Parm1","protein_coding","5",91665474,91774753
"17090","ENSMUSG00000026457",72674,"Adipor1","protein_coding","1",134343116,134361089
"17091","ENSMUSG00000029088",80334,"Kcnip4","protein_coding","5",48546844,49682249
"17092","ENSMUSG00000031654",12404,"Cbln1","protein_coding","8",88195033,88199237
"17093","ENSMUSG00000063457",20054,"Rps15","protein_coding","10",80128287,80129948
"17094","ENSMUSG00000094443",244495,"Sgo2b","protein_coding","8",64360461,64405204
"17095","ENSMUSG00000037351",226977,"Actr1b","protein_coding","1",36737195,36753503
"17096","ENSMUSG00000020135",23805,"Apc2","protein_coding","10",80131811,80154097
"17097","ENSMUSG00000039115",104099,"Itga9","protein_coding","9",118435758,118730071
"17098","ENSMUSG00000068745",68753,"Mybphl","protein_coding","3",108272227,108287373
"17099","ENSMUSG00000020677",78394,"Ddx52","protein_coding","11",83832888,83853914
"17100","ENSMUSG00000102416",71166,"4933424G06Rik","protein_coding","1",36749230,36797034
"17101","ENSMUSG00000068744",56742,"Psrc1","protein_coding","3",108291155,108295547
"17102","ENSMUSG00000056367",242894,"Actr3b","protein_coding","5",25964995,26055686
"17103","ENSMUSG00000020133",66374,"2310011J03Rik","protein_coding","10",80154088,80156371
"17104","ENSMUSG00000034212",241158,"Ankmy1","protein_coding","1",92787525,92830628
"17105","ENSMUSG00000020131",18551,"Pcsk4","protein_coding","10",80157117,80165332
"17106","ENSMUSG00000055003",211187,"Lrtm2","protein_coding","6",119292094,119307727
"17107","ENSMUSG00000023067",12575,"Cdkn1a","protein_coding","17",29309950,29319701
"17108","ENSMUSG00000061086",17896,"Myl4","protein_coding","11",104441489,104486579
"17109","ENSMUSG00000030168",68465,"Adipor2","protein_coding","6",119330111,119394665
"17110","ENSMUSG00000064147",442827,"Rab44","protein_coding","17",29333119,29367954
"17111","ENSMUSG00000047409",69274,"Ctdspl","protein_coding","9",118755521,118873066
"17112","ENSMUSG00000104824",100862349,"Gm21663","protein_coding","5",26140789,26147379
"17113","ENSMUSG00000068740",53883,"Celsr2","protein_coding","3",108298167,108323383
"17114","ENSMUSG00000095550",100862359,"Gm21671","protein_coding","5",26153251,26159415
"17115","ENSMUSG00000005763",12503,"Cd247","protein_coding","1",165616250,165704846
"17116","ENSMUSG00000106627",100862368,"Gm21680","protein_coding","5",26170959,26177661
"17117","ENSMUSG00000029397",68098,"Rchy1","protein_coding","5",92096763,92110927
"17118","ENSMUSG00000058835",11308,"Abi1","protein_coding","2",22830085,22930253
"17119","ENSMUSG00000030170",22419,"Wnt5b","protein_coding","6",119409492,119521308
"17120","ENSMUSG00000042444",235461,"Mindy2","protein_coding","9",70506296,70564456
"17121","ENSMUSG00000024008",240058,"Cpne5","protein_coding","17",29374530,29457141
"17122","ENSMUSG00000035504",70335,"Reep6","protein_coding","10",80165787,80172275
"17123","ENSMUSG00000030019",101358,"Fbxl14","protein_coding","6",119456629,119459591
"17124","ENSMUSG00000030172",111173,"Erc1","protein_coding","6",119547757,119825128
"17125","ENSMUSG00000096035",381651,"Odaph","protein_coding","5",92135334,92143179
"17126","ENSMUSG00000020689",16416,"Itgb3","protein_coding","11",104498826,104561302
"17127","ENSMUSG00000029090",70693,"Adgra3","protein_coding","5",50117298,50216348
"17128","ENSMUSG00000043822",66548,"Adamtsl5","protein_coding","10",80174944,80184246
"17129","ENSMUSG00000020400",57783,"Tnip1","protein_coding","11",54801611,54853743
"17130","ENSMUSG00000054693",11487,"Adam10","protein_coding","9",70586279,70687511
"17131","ENSMUSG00000024007",68816,"Ppil1","protein_coding","17",29469777,29483160
"17132","ENSMUSG00000068739",20226,"Sars","protein_coding","3",108332181,108352525
"17133","ENSMUSG00000096045",100862388,"Gm21698","protein_coding","5",26187028,26193648
"17134","ENSMUSG00000032207",15450,"Lipc","protein_coding","9",70705410,70859508
"17135","ENSMUSG00000052712",80748,"BC004004","protein_coding","17",29487762,29533039
"17136","ENSMUSG00000035486",216166,"Plk5","protein_coding","10",80192293,80201323
"17137","ENSMUSG00000047067",67446,"Dusp28","protein_coding","1",92834703,92836157
"17138","ENSMUSG00000091049",100038949,"Gm1979","protein_coding","5",26204020,26209796
"17139","ENSMUSG00000026455",240756,"Klhl12","protein_coding","1",134383269,134418756
"17140","ENSMUSG00000067700",545739,"Gm5862","protein_coding","5",26222276,26227914
"17141","ENSMUSG00000073119",75657,"Speer4a","protein_coding","5",26237844,26244556
"17142","ENSMUSG00000032204",64008,"Aqp9","protein_coding","9",71017941,71075964
"17143","ENSMUSG00000073117",664804,"Gm7347","protein_coding","5",26256881,26263579
"17144","ENSMUSG00000073116",100039045,"Gm10471","protein_coding","5",26287572,26294289
